Case_ID,Activity,Timestamp,Resource,Next_Timestamp,Activity_Duration_Hours
392,Order Shipped,2024-01-21 04:00:00,Logistics,2024-01-23 19:00:00,63.0
392,Order Delivered,2024-01-23 19:00:00,Warehouse,,
393,Order Created,2024-02-27 11:00:00,Finance Team,2024-02-29 18:00:00,55.0
393,Order Approved,2024-02-29 18:00:00,Logistics,2024-03-01 00:00:00,6.0
393,Credit Check,2024-03-01 00:00:00,Manager,2024-03-03 01:00:00,49.0
393,Payment Processed,2024-03-03 01:00:00,Warehouse,2024-03-05 04:00:00,51.0
393,Order Packed,2024-03-05 04:00:00,Manager,2024-03-08 01:00:00,69.0
393,Order Shipped,2024-03-08 01:00:00,Manager,2024-03-08 06:00:00,5.0
393,Order Delivered,2024-03-08 06:00:00,Manager,,
394,Order Created,2024-01-09 10:00:00,Logistics,2024-01-09 16:00:00,6.0
394,Order Approved,2024-01-09 16:00:00,Finance Team,2024-01-12 11:00:00,67.0
394,Credit Check,2024-01-12 11:00:00,Manager,2024-01-14 14:00:00,51.0
394,Payment Processed,2024-01-14 14:00:00,System,2024-01-17 14:00:00,72.0
394,Order Packed,2024-01-17 14:00:00,Logistics,2024-01-20 09:00:00,67.0
394,Order Shipped,2024-01-20 09:00:00,System,2024-01-21 10:00:00,25.0
394,Order Delivered,2024-01-21 10:00:00,Warehouse,,
395,Order Created,2024-01-31 03:00:00,Warehouse,2024-02-01 16:00:00,37.0
395,Order Approved,2024-02-01 16:00:00,Logistics,2024-02-02 14:00:00,22.0
395,Credit Check,2024-02-02 14:00:00,Logistics,2024-02-04 04:00:00,38.0
395,Payment Processed,2024-02-04 04:00:00,Manager,2024-02-04 11:00:00,7.0
395,Order Packed,2024-02-04 11:00:00,Manager,2024-02-05 06:00:00,19.0
395,Order Shipped,2024-02-05 06:00:00,Logistics,2024-02-07 16:00:00,58.0
395,Order Delivered,2024-02-07 16:00:00,System,,
396,Order Created,2024-02-18 17:00:00,System,2024-02-19 17:00:00,24.0
396,Order Approved,2024-02-19 17:00:00,Manager,2024-02-22 15:00:00,70.0
396,Credit Check,2024-02-22 15:00:00,Finance Team,2024-02-24 18:00:00,51.0
396,Payment Processed,2024-02-24 18:00:00,Logistics,2024-02-26 12:00:00,42.0
396,Order Packed,2024-02-26 12:00:00,Logistics,2024-02-26 16:00:00,4.0
396,Order Shipped,2024-02-26 16:00:00,Finance Team,2024-02-29 03:00:00,59.0
396,Order Delivered,2024-02-29 03:00:00,Manager,,
397,Order Created,2024-02-28 02:00:00,Logistics,2024-02-28 14:00:00,12.0
397,Order Approved,2024-02-28 14:00:00,Warehouse,2024-03-01 08:00:00,42.0
397,Credit Check,2024-03-01 08:00:00,Finance Team,2024-03-02 00:00:00,16.0
397,Payment Processed,2024-03-02 00:00:00,System,2024-03-02 15:00:00,15.0
397,Order Packed,2024-03-02 15:00:00,Logistics,2024-03-04 14:00:00,47.0
397,Order Shipped,2024-03-04 14:00:00,System,2024-03-07 10:00:00,68.0
397,Order Delivered,2024-03-07 10:00:00,Logistics,,
398,Order Created,2024-02-18 18:00:00,Manager,2024-02-19 15:00:00,21.0
398,Order Approved,2024-02-19 15:00:00,Logistics,2024-02-22 14:00:00,71.0
398,Credit Check,2024-02-22 14:00:00,Logistics,2024-02-22 20:00:00,6.0
398,Payment Processed,2024-02-22 20:00:00,Finance Team,2024-02-24 15:00:00,43.0
398,Order Packed,2024-02-24 15:00:00,Manager,2024-02-25 11:00:00,20.0
398,Order Shipped,2024-02-25 11:00:00,Finance Team,2024-02-26 06:00:00,19.0
398,Order Delivered,2024-02-26 06:00:00,Finance Team,,
399,Order Created,2024-02-19 07:00:00,Logistics,2024-02-20 23:00:00,40.0
399,Order Approved,2024-02-20 23:00:00,Warehouse,2024-02-23 09:00:00,58.0
399,Credit Check,2024-02-23 09:00:00,Warehouse,2024-02-24 09:00:00,24.0
399,Payment Processed,2024-02-24 09:00:00,System,2024-02-25 02:00:00,17.0
399,Order Packed,2024-02-25 02:00:00,Finance Team,2024-02-25 03:00:00,1.0
399,Order Shipped,2024-02-25 03:00:00,Manager,2024-02-26 12:00:00,33.0
399,Order Delivered,2024-02-26 12:00:00,System,,
400,Order Created,2024-02-01 16:00:00,Logistics,2024-02-04 14:00:00,70.0
400,Order Approved,2024-02-04 14:00:00,System,2024-02-07 06:00:00,64.0
400,Credit Check,2024-02-07 06:00:00,Finance Team,2024-02-08 10:00:00,28.0
400,Payment Processed,2024-02-08 10:00:00,Manager,2024-02-10 23:00:00,61.0
400,Order Packed,2024-02-10 23:00:00,Logistics,2024-02-13 04:00:00,53.0
400,Order Shipped,2024-02-13 04:00:00,Logistics,2024-02-13 15:00:00,11.0
400,Order Delivered,2024-02-13 15:00:00,Manager,,
401,Order Created,2024-02-08 01:00:00,Finance Team,2024-02-11 00:00:00,71.0
401,Order Approved,2024-02-11 00:00:00,Warehouse,2024-02-14 00:00:00,72.0
401,Credit Check,2024-02-14 00:00:00,Finance Team,2024-02-14 07:00:00,7.0
401,Payment Processed,2024-02-14 07:00:00,Finance Team,2024-02-15 02:00:00,19.0
401,Order Packed,2024-02-15 02:00:00,System,2024-02-16 23:00:00,45.0
401,Order Shipped,2024-02-16 23:00:00,System,2024-02-17 18:00:00,19.0
401,Order Delivered,2024-02-17 18:00:00,System,,
402,Order Created,2024-02-13 15:00:00,Warehouse,2024-02-14 03:00:00,12.0
402,Order Approved,2024-02-14 03:00:00,System,2024-02-14 17:00:00,14.0
402,Credit Check,2024-02-14 17:00:00,Logistics,2024-02-15 16:00:00,23.0
402,Payment Processed,2024-02-15 16:00:00,Finance Team,2024-02-17 05:00:00,37.0
402,Order Packed,2024-02-17 05:00:00,Manager,2024-02-20 05:00:00,72.0
402,Order Shipped,2024-02-20 05:00:00,Finance Team,2024-02-22 16:00:00,59.0
402,Order Delivered,2024-02-22 16:00:00,Manager,,
403,Order Created,2024-01-24 05:00:00,System,2024-01-25 20:00:00,39.0
403,Order Approved,2024-01-25 20:00:00,Warehouse,2024-01-27 20:00:00,48.0
403,Credit Check,2024-01-27 20:00:00,Logistics,2024-01-28 05:00:00,9.0
403,Payment Processed,2024-01-28 05:00:00,Logistics,2024-01-31 04:00:00,71.0
403,Order Packed,2024-01-31 04:00:00,System,2024-02-01 18:00:00,38.0
403,Order Shipped,2024-02-01 18:00:00,Logistics,2024-02-02 12:00:00,18.0
403,Order Delivered,2024-02-02 12:00:00,System,,
404,Order Created,2024-02-15 12:00:00,Warehouse,2024-02-18 08:00:00,68.0
404,Order Approved,2024-02-18 08:00:00,Logistics,2024-02-21 04:00:00,68.0
404,Credit Check,2024-02-21 04:00:00,Finance Team,2024-02-22 07:00:00,27.0
404,Payment Processed,2024-02-22 07:00:00,Manager,2024-02-22 15:00:00,8.0
404,Order Packed,2024-02-22 15:00:00,System,2024-02-25 11:00:00,68.0
404,Order Shipped,2024-02-25 11:00:00,System,2024-02-28 01:00:00,62.0
404,Order Delivered,2024-02-28 01:00:00,Manager,,
405,Order Created,2024-03-01 13:00:00,Logistics,2024-03-03 06:00:00,41.0
405,Order Approved,2024-03-03 06:00:00,Warehouse,2024-03-06 02:00:00,68.0
405,Credit Check,2024-03-06 02:00:00,Manager,2024-03-08 00:00:00,46.0
405,Payment Processed,2024-03-08 00:00:00,Finance Team,2024-03-10 16:00:00,64.0
405,Order Packed,2024-03-10 16:00:00,Manager,2024-03-13 08:00:00,64.0
405,Order Shipped,2024-03-13 08:00:00,Logistics,2024-03-14 08:00:00,24.0
405,Order Delivered,2024-03-14 08:00:00,Manager,,
406,Order Created,2024-01-16 14:00:00,Finance Team,2024-01-16 15:00:00,1.0
406,Order Approved,2024-01-16 15:00:00,System,2024-01-16 19:00:00,4.0
406,Credit Check,2024-01-16 19:00:00,Logistics,2024-01-17 11:00:00,16.0
406,Payment Processed,2024-01-17 11:00:00,Finance Team,2024-01-19 17:00:00,54.0
406,Order Packed,2024-01-19 17:00:00,Logistics,2024-01-19 23:00:00,6.0
406,Order Shipped,2024-01-19 23:00:00,Warehouse,2024-01-21 20:00:00,45.0
406,Order Delivered,2024-01-21 20:00:00,Manager,,
407,Order Created,2024-02-22 04:00:00,System,2024-02-23 06:00:00,26.0
407,Order Approved,2024-02-23 06:00:00,Warehouse,2024-02-24 15:00:00,33.0
407,Credit Check,2024-02-24 15:00:00,System,2024-02-26 07:00:00,40.0
407,Payment Processed,2024-02-26 07:00:00,Warehouse,2024-02-29 00:00:00,65.0
407,Order Packed,2024-02-29 00:00:00,Manager,2024-03-01 18:00:00,42.0
407,Order Shipped,2024-03-01 18:00:00,System,2024-03-02 09:00:00,15.0
407,Order Delivered,2024-03-02 09:00:00,Warehouse,,
408,Order Created,2024-01-24 03:00:00,Manager,2024-01-24 07:00:00,4.0
408,Order Approved,2024-01-24 07:00:00,Finance Team,2024-01-25 08:00:00,25.0
408,Credit Check,2024-01-25 08:00:00,Warehouse,2024-01-27 04:00:00,44.0
408,Payment Processed,2024-01-27 04:00:00,Logistics,2024-01-29 17:00:00,61.0
408,Order Packed,2024-01-29 17:00:00,System,2024-01-30 11:00:00,18.0
408,Order Shipped,2024-01-30 11:00:00,Logistics,2024-01-31 07:00:00,20.0
408,Order Delivered,2024-01-31 07:00:00,Logistics,,
409,Order Created,2024-02-29 21:00:00,Warehouse,2024-03-03 09:00:00,60.0
409,Order Approved,2024-03-03 09:00:00,Logistics,2024-03-03 17:00:00,8.0
409,Credit Check,2024-03-03 17:00:00,Manager,2024-03-05 08:00:00,39.0
409,Payment Processed,2024-03-05 08:00:00,Manager,2024-03-07 01:00:00,41.0
409,Order Packed,2024-03-07 01:00:00,Manager,2024-03-09 22:00:00,69.0
409,Order Shipped,2024-03-09 22:00:00,System,2024-03-11 01:00:00,27.0
409,Order Delivered,2024-03-11 01:00:00,Manager,,
410,Order Created,2024-02-14 19:00:00,Warehouse,2024-02-15 04:00:00,9.0
410,Order Approved,2024-02-15 04:00:00,Finance Team,2024-02-16 16:00:00,36.0
410,Credit Check,2024-02-16 16:00:00,System,2024-02-18 12:00:00,44.0
410,Payment Processed,2024-02-18 12:00:00,Logistics,2024-02-21 09:00:00,69.0
410,Order Packed,2024-02-21 09:00:00,Finance Team,2024-02-23 11:00:00,50.0
410,Order Shipped,2024-02-23 11:00:00,Finance Team,2024-02-24 02:00:00,15.0
410,Order Delivered,2024-02-24 02:00:00,Warehouse,,
411,Order Created,2024-02-16 17:00:00,System,2024-02-18 04:00:00,35.0
411,Order Approved,2024-02-18 04:00:00,Logistics,2024-02-18 16:00:00,12.0
411,Credit Check,2024-02-18 16:00:00,Logistics,2024-02-19 23:00:00,31.0
411,Payment Processed,2024-02-19 23:00:00,Warehouse,2024-02-22 09:00:00,58.0
411,Order Packed,2024-02-22 09:00:00,Warehouse,2024-02-23 13:00:00,28.0
411,Order Shipped,2024-02-23 13:00:00,Manager,2024-02-25 04:00:00,39.0
411,Order Delivered,2024-02-25 04:00:00,Finance Team,,
412,Order Created,2024-01-10 00:00:00,System,2024-01-11 02:00:00,26.0
412,Order Approved,2024-01-11 02:00:00,System,2024-01-13 11:00:00,57.0
412,Credit Check,2024-01-13 11:00:00,Manager,2024-01-13 15:00:00,4.0
412,Payment Processed,2024-01-13 15:00:00,Logistics,2024-01-16 08:00:00,65.0
412,Order Packed,2024-01-16 08:00:00,Finance Team,2024-01-17 09:00:00,25.0
412,Order Shipped,2024-01-17 09:00:00,Warehouse,2024-01-19 23:00:00,62.0
412,Order Delivered,2024-01-19 23:00:00,Manager,,
413,Order Created,2024-01-21 18:00:00,Finance Team,2024-01-22 07:00:00,13.0
413,Order Approved,2024-01-22 07:00:00,Manager,2024-01-23 00:00:00,17.0
413,Credit Check,2024-01-23 00:00:00,Finance Team,2024-01-23 05:00:00,5.0
413,Payment Processed,2024-01-23 05:00:00,Logistics,2024-01-25 07:00:00,50.0
413,Order Packed,2024-01-25 07:00:00,Manager,2024-01-25 22:00:00,15.0
413,Order Shipped,2024-01-25 22:00:00,System,2024-01-27 14:00:00,40.0
413,Order Delivered,2024-01-27 14:00:00,System,,
414,Order Created,2024-02-13 12:00:00,Warehouse,2024-02-16 00:00:00,60.0
414,Order Approved,2024-02-16 00:00:00,System,2024-02-16 14:00:00,14.0
414,Credit Check,2024-02-16 14:00:00,Manager,2024-02-18 06:00:00,40.0
414,Payment Processed,2024-02-18 06:00:00,System,2024-02-19 22:00:00,40.0
414,Order Packed,2024-02-19 22:00:00,Finance Team,2024-02-21 16:00:00,42.0
414,Order Shipped,2024-02-21 16:00:00,Finance Team,2024-02-22 17:00:00,25.0
414,Order Delivered,2024-02-22 17:00:00,Warehouse,,
415,Order Created,2024-01-20 21:00:00,Warehouse,2024-01-23 06:00:00,57.0
415,Order Approved,2024-01-23 06:00:00,System,2024-01-24 17:00:00,35.0
415,Credit Check,2024-01-24 17:00:00,Finance Team,2024-01-25 14:00:00,21.0
415,Payment Processed,2024-01-25 14:00:00,Warehouse,2024-01-26 05:00:00,15.0
415,Order Packed,2024-01-26 05:00:00,System,2024-01-29 05:00:00,72.0
415,Order Shipped,2024-01-29 05:00:00,Manager,2024-01-29 19:00:00,14.0
415,Order Delivered,2024-01-29 19:00:00,Finance Team,,
416,Order Created,2024-02-05 21:00:00,Manager,2024-02-07 14:00:00,41.0
416,Order Approved,2024-02-07 14:00:00,Warehouse,2024-02-08 09:00:00,19.0
416,Credit Check,2024-02-08 09:00:00,Warehouse,2024-02-09 17:00:00,32.0
416,Payment Processed,2024-02-09 17:00:00,Finance Team,2024-02-10 03:00:00,10.0
416,Order Packed,2024-02-10 03:00:00,Warehouse,2024-02-11 23:00:00,44.0
416,Order Shipped,2024-02-11 23:00:00,Manager,2024-02-14 08:00:00,57.0
416,Order Delivered,2024-02-14 08:00:00,System,,
417,Order Created,2024-01-09 04:00:00,Logistics,2024-01-09 11:00:00,7.0
417,Order Approved,2024-01-09 11:00:00,System,2024-01-11 13:00:00,50.0
417,Credit Check,2024-01-11 13:00:00,System,2024-01-12 01:00:00,12.0
417,Payment Processed,2024-01-12 01:00:00,Logistics,2024-01-14 04:00:00,51.0
417,Order Packed,2024-01-14 04:00:00,Finance Team,2024-01-16 14:00:00,58.0
417,Order Shipped,2024-01-16 14:00:00,Manager,2024-01-18 12:00:00,46.0
417,Order Delivered,2024-01-18 12:00:00,Warehouse,,
418,Order Created,2024-01-23 02:00:00,Manager,2024-01-23 13:00:00,11.0
418,Order Approved,2024-01-23 13:00:00,Logistics,2024-01-24 06:00:00,17.0
418,Credit Check,2024-01-24 06:00:00,System,2024-01-26 18:00:00,60.0
418,Payment Processed,2024-01-26 18:00:00,System,2024-01-29 05:00:00,59.0
418,Order Packed,2024-01-29 05:00:00,Warehouse,2024-01-31 17:00:00,60.0
418,Order Shipped,2024-01-31 17:00:00,Logistics,2024-02-01 23:00:00,30.0
418,Order Delivered,2024-02-01 23:00:00,Finance Team,,
419,Order Created,2024-01-11 10:00:00,Warehouse,2024-01-13 13:00:00,51.0
419,Order Approved,2024-01-13 13:00:00,Finance Team,2024-01-15 08:00:00,43.0
419,Credit Check,2024-01-15 08:00:00,Warehouse,2024-01-17 19:00:00,59.0
419,Payment Processed,2024-01-17 19:00:00,Logistics,2024-01-17 23:00:00,4.0
419,Order Packed,2024-01-17 23:00:00,System,2024-01-20 12:00:00,61.0
419,Order Shipped,2024-01-20 12:00:00,System,2024-01-22 09:00:00,45.0
419,Order Delivered,2024-01-22 09:00:00,Logistics,,
420,Order Created,2024-01-30 22:00:00,Warehouse,2024-02-01 19:00:00,45.0
420,Order Approved,2024-02-01 19:00:00,Manager,2024-02-02 12:00:00,17.0
420,Credit Check,2024-02-02 12:00:00,Manager,2024-02-03 02:00:00,14.0
420,Payment Processed,2024-02-03 02:00:00,Logistics,2024-02-03 16:00:00,14.0
420,Order Packed,2024-02-03 16:00:00,Warehouse,2024-02-06 16:00:00,72.0
420,Order Shipped,2024-02-06 16:00:00,System,2024-02-08 07:00:00,39.0
420,Order Delivered,2024-02-08 07:00:00,Manager,,
421,Order Created,2024-02-01 04:00:00,Manager,2024-02-03 09:00:00,53.0
421,Order Approved,2024-02-03 09:00:00,Finance Team,2024-02-04 17:00:00,32.0
421,Credit Check,2024-02-04 17:00:00,Manager,2024-02-05 14:00:00,21.0
421,Payment Processed,2024-02-05 14:00:00,Logistics,2024-02-07 16:00:00,50.0
421,Order Packed,2024-02-07 16:00:00,System,2024-02-09 12:00:00,44.0
421,Order Shipped,2024-02-09 12:00:00,Finance Team,2024-02-11 20:00:00,56.0
421,Order Delivered,2024-02-11 20:00:00,Logistics,,
422,Order Created,2024-02-07 20:00:00,Manager,2024-02-09 03:00:00,31.0
422,Order Approved,2024-02-09 03:00:00,Finance Team,2024-02-09 13:00:00,10.0
422,Credit Check,2024-02-09 13:00:00,Manager,2024-02-12 04:00:00,63.0
422,Payment Processed,2024-02-12 04:00:00,System,2024-02-14 16:00:00,60.0
422,Order Packed,2024-02-14 16:00:00,Warehouse,2024-02-17 16:00:00,72.0
422,Order Shipped,2024-02-17 16:00:00,System,2024-02-20 01:00:00,57.0
422,Order Delivered,2024-02-20 01:00:00,Finance Team,,
423,Order Created,2024-01-22 04:00:00,System,2024-01-22 18:00:00,14.0
423,Order Approved,2024-01-22 18:00:00,Manager,2024-01-24 19:00:00,49.0
423,Credit Check,2024-01-24 19:00:00,Warehouse,2024-01-27 11:00:00,64.0
423,Payment Processed,2024-01-27 11:00:00,System,2024-01-27 23:00:00,12.0
423,Order Packed,2024-01-27 23:00:00,Finance Team,2024-01-28 17:00:00,18.0
423,Order Shipped,2024-01-28 17:00:00,Manager,2024-01-28 18:00:00,1.0
423,Order Delivered,2024-01-28 18:00:00,Finance Team,,
424,Order Created,2024-02-12 20:00:00,Logistics,2024-02-15 17:00:00,69.0
424,Order Approved,2024-02-15 17:00:00,Warehouse,2024-02-17 19:00:00,50.0
424,Credit Check,2024-02-17 19:00:00,Manager,2024-02-20 05:00:00,58.0
424,Payment Processed,2024-02-20 05:00:00,Finance Team,2024-02-21 08:00:00,27.0
424,Order Packed,2024-02-21 08:00:00,Warehouse,2024-02-22 23:00:00,39.0
424,Order Shipped,2024-02-22 23:00:00,Manager,2024-02-24 14:00:00,39.0
424,Order Delivered,2024-02-24 14:00:00,Logistics,,
425,Order Created,2024-02-16 21:00:00,System,2024-02-16 23:00:00,2.0
425,Order Approved,2024-02-16 23:00:00,Manager,2024-02-19 17:00:00,66.0
425,Credit Check,2024-02-19 17:00:00,Logistics,2024-02-20 10:00:00,17.0
425,Payment Processed,2024-02-20 10:00:00,Warehouse,2024-02-20 18:00:00,8.0
425,Order Packed,2024-02-20 18:00:00,Warehouse,2024-02-23 17:00:00,71.0
425,Order Shipped,2024-02-23 17:00:00,System,2024-02-23 18:00:00,1.0
425,Order Delivered,2024-02-23 18:00:00,Manager,,
426,Order Created,2024-02-23 22:00:00,System,2024-02-25 11:00:00,37.0
426,Order Approved,2024-02-25 11:00:00,System,2024-02-26 18:00:00,31.0
426,Credit Check,2024-02-26 18:00:00,Logistics,2024-02-28 21:00:00,51.0
426,Payment Processed,2024-02-28 21:00:00,Warehouse,2024-03-01 22:00:00,49.0
426,Order Packed,2024-03-01 22:00:00,Logistics,2024-03-03 23:00:00,49.0
426,Order Shipped,2024-03-03 23:00:00,Logistics,2024-03-06 21:00:00,70.0
426,Order Delivered,2024-03-06 21:00:00,Finance Team,,
427,Order Created,2024-02-12 23:00:00,Logistics,2024-02-13 17:00:00,18.0
427,Order Approved,2024-02-13 17:00:00,Finance Team,2024-02-16 17:00:00,72.0
427,Credit Check,2024-02-16 17:00:00,Logistics,2024-02-18 16:00:00,47.0
427,Payment Processed,2024-02-18 16:00:00,Logistics,2024-02-19 12:00:00,20.0
427,Order Packed,2024-02-19 12:00:00,Warehouse,2024-02-20 05:00:00,17.0
427,Order Shipped,2024-02-20 05:00:00,Finance Team,2024-02-20 07:00:00,2.0
427,Order Delivered,2024-02-20 07:00:00,System,,
428,Order Created,2024-02-11 03:00:00,Finance Team,2024-02-13 18:00:00,63.0
428,Order Approved,2024-02-13 18:00:00,Logistics,2024-02-14 12:00:00,18.0
428,Credit Check,2024-02-14 12:00:00,System,2024-02-15 06:00:00,18.0
428,Payment Processed,2024-02-15 06:00:00,Logistics,2024-02-17 17:00:00,59.0
428,Order Packed,2024-02-17 17:00:00,Manager,2024-02-20 00:00:00,55.0
428,Order Shipped,2024-02-20 00:00:00,Manager,2024-02-21 00:00:00,24.0
428,Order Delivered,2024-02-21 00:00:00,Logistics,,
429,Order Created,2024-02-04 07:00:00,Manager,2024-02-06 17:00:00,58.0
429,Order Approved,2024-02-06 17:00:00,Logistics,2024-02-08 15:00:00,46.0
429,Credit Check,2024-02-08 15:00:00,Finance Team,2024-02-09 15:00:00,24.0
429,Payment Processed,2024-02-09 15:00:00,Logistics,2024-02-09 16:00:00,1.0
429,Order Packed,2024-02-09 16:00:00,Manager,2024-02-12 08:00:00,64.0
429,Order Shipped,2024-02-12 08:00:00,Finance Team,2024-02-15 01:00:00,65.0
429,Order Delivered,2024-02-15 01:00:00,Warehouse,,
430,Order Created,2024-01-29 22:00:00,Manager,2024-01-31 21:00:00,47.0
430,Order Approved,2024-01-31 21:00:00,System,2024-02-01 02:00:00,5.0
430,Credit Check,2024-02-01 02:00:00,Manager,2024-02-03 16:00:00,62.0
430,Payment Processed,2024-02-03 16:00:00,Warehouse,2024-02-04 07:00:00,15.0
430,Order Packed,2024-02-04 07:00:00,Manager,2024-02-06 21:00:00,62.0
430,Order Shipped,2024-02-06 21:00:00,System,2024-02-07 16:00:00,19.0
430,Order Delivered,2024-02-07 16:00:00,Manager,,
431,Order Created,2024-02-25 12:00:00,Logistics,2024-02-28 07:00:00,67.0
431,Order Approved,2024-02-28 07:00:00,System,2024-03-02 02:00:00,67.0
431,Credit Check,2024-03-02 02:00:00,Manager,2024-03-02 14:00:00,12.0
431,Payment Processed,2024-03-02 14:00:00,Finance Team,2024-03-05 03:00:00,61.0
431,Order Packed,2024-03-05 03:00:00,System,2024-03-08 01:00:00,70.0
431,Order Shipped,2024-03-08 01:00:00,Manager,2024-03-09 17:00:00,40.0
431,Order Delivered,2024-03-09 17:00:00,Manager,,
432,Order Created,2024-01-05 20:00:00,Manager,2024-01-05 22:00:00,2.0
432,Order Approved,2024-01-05 22:00:00,Logistics,2024-01-08 09:00:00,59.0
432,Credit Check,2024-01-08 09:00:00,Manager,2024-01-10 22:00:00,61.0
432,Payment Processed,2024-01-10 22:00:00,Manager,2024-01-12 17:00:00,43.0
432,Order Packed,2024-01-12 17:00:00,Logistics,2024-01-14 15:00:00,46.0
432,Order Shipped,2024-01-14 15:00:00,Warehouse,2024-01-16 05:00:00,38.0
432,Order Delivered,2024-01-16 05:00:00,Finance Team,,
433,Order Created,2024-01-04 15:00:00,Manager,2024-01-06 01:00:00,34.0
433,Order Approved,2024-01-06 01:00:00,System,2024-01-08 14:00:00,61.0
433,Credit Check,2024-01-08 14:00:00,Manager,2024-01-09 12:00:00,22.0
433,Payment Processed,2024-01-09 12:00:00,Manager,2024-01-09 19:00:00,7.0
433,Order Packed,2024-01-09 19:00:00,Warehouse,2024-01-09 23:00:00,4.0
433,Order Shipped,2024-01-09 23:00:00,Warehouse,2024-01-12 14:00:00,63.0
433,Order Delivered,2024-01-12 14:00:00,System,,
434,Order Created,2024-01-11 17:00:00,System,2024-01-13 05:00:00,36.0
434,Order Approved,2024-01-13 05:00:00,Warehouse,2024-01-13 22:00:00,17.0
434,Credit Check,2024-01-13 22:00:00,Manager,2024-01-15 10:00:00,36.0
434,Payment Processed,2024-01-15 10:00:00,Warehouse,2024-01-16 19:00:00,33.0
434,Order Packed,2024-01-16 19:00:00,System,2024-01-17 10:00:00,15.0
434,Order Shipped,2024-01-17 10:00:00,Manager,2024-01-18 09:00:00,23.0
434,Order Delivered,2024-01-18 09:00:00,Manager,,
435,Order Created,2024-02-17 20:00:00,Logistics,2024-02-19 20:00:00,48.0
435,Order Approved,2024-02-19 20:00:00,Finance Team,2024-02-21 06:00:00,34.0
435,Credit Check,2024-02-21 06:00:00,Finance Team,2024-02-23 21:00:00,63.0
435,Payment Processed,2024-02-23 21:00:00,Finance Team,2024-02-26 17:00:00,68.0
435,Order Packed,2024-02-26 17:00:00,System,2024-02-28 13:00:00,44.0
435,Order Shipped,2024-02-28 13:00:00,System,2024-02-29 08:00:00,19.0
435,Order Delivered,2024-02-29 08:00:00,Manager,,
436,Order Created,2024-02-29 20:00:00,Logistics,2024-03-03 01:00:00,53.0
436,Order Approved,2024-03-03 01:00:00,Logistics,2024-03-04 08:00:00,31.0
436,Credit Check,2024-03-04 08:00:00,Logistics,2024-03-05 06:00:00,22.0
436,Payment Processed,2024-03-05 06:00:00,Finance Team,2024-03-07 03:00:00,45.0
436,Order Packed,2024-03-07 03:00:00,System,2024-03-08 13:00:00,34.0
436,Order Shipped,2024-03-08 13:00:00,System,2024-03-08 20:00:00,7.0
436,Order Delivered,2024-03-08 20:00:00,Finance Team,,
437,Order Created,2024-02-01 04:00:00,Logistics,2024-02-02 19:00:00,39.0
437,Order Approved,2024-02-02 19:00:00,Logistics,2024-02-05 16:00:00,69.0
437,Credit Check,2024-02-05 16:00:00,Finance Team,2024-02-07 17:00:00,49.0
437,Payment Processed,2024-02-07 17:00:00,Logistics,2024-02-10 06:00:00,61.0
437,Order Packed,2024-02-10 06:00:00,Warehouse,2024-02-11 01:00:00,19.0
437,Order Shipped,2024-02-11 01:00:00,Manager,2024-02-13 09:00:00,56.0
437,Order Delivered,2024-02-13 09:00:00,System,,
438,Order Created,2024-01-21 10:00:00,Logistics,2024-01-23 03:00:00,41.0
438,Order Approved,2024-01-23 03:00:00,Manager,2024-01-23 09:00:00,6.0
438,Credit Check,2024-01-23 09:00:00,System,2024-01-26 06:00:00,69.0
438,Payment Processed,2024-01-26 06:00:00,Warehouse,2024-01-28 14:00:00,56.0
438,Order Packed,2024-01-28 14:00:00,Manager,2024-01-30 01:00:00,35.0
438,Order Shipped,2024-01-30 01:00:00,Warehouse,2024-01-31 12:00:00,35.0
438,Order Delivered,2024-01-31 12:00:00,Warehouse,,
439,Order Created,2024-02-21 13:00:00,Warehouse,2024-02-23 16:00:00,51.0
439,Order Approved,2024-02-23 16:00:00,Logistics,2024-02-24 23:00:00,31.0
439,Credit Check,2024-02-24 23:00:00,Manager,2024-02-26 00:00:00,25.0
439,Payment Processed,2024-02-26 00:00:00,Manager,2024-02-27 20:00:00,44.0
439,Order Packed,2024-02-27 20:00:00,Finance Team,2024-02-29 13:00:00,41.0
439,Order Shipped,2024-02-29 13:00:00,Manager,2024-02-29 15:00:00,2.0
439,Order Delivered,2024-02-29 15:00:00,System,,
440,Order Created,2024-02-23 09:00:00,System,2024-02-25 14:00:00,53.0
440,Order Approved,2024-02-25 14:00:00,System,2024-02-28 10:00:00,68.0
440,Credit Check,2024-02-28 10:00:00,System,2024-03-01 20:00:00,58.0
440,Payment Processed,2024-03-01 20:00:00,Warehouse,2024-03-03 01:00:00,29.0
440,Order Packed,2024-03-03 01:00:00,Warehouse,2024-03-04 10:00:00,33.0
440,Order Shipped,2024-03-04 10:00:00,Finance Team,2024-03-04 15:00:00,5.0
440,Order Delivered,2024-03-04 15:00:00,System,,
441,Order Created,2024-02-09 12:00:00,System,2024-02-10 16:00:00,28.0
441,Order Approved,2024-02-10 16:00:00,Manager,2024-02-11 08:00:00,16.0
441,Credit Check,2024-02-11 08:00:00,System,2024-02-11 20:00:00,12.0
441,Payment Processed,2024-02-11 20:00:00,Manager,2024-02-12 13:00:00,17.0
441,Order Packed,2024-02-12 13:00:00,Logistics,2024-02-13 13:00:00,24.0
